Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV54834,6,2030,338.3333333333333,6,2009-02-10,2009-12-04,297,0.0201342281879194,27,No,standard,1,200,200
PRV54836,6,3360,560.0,6,2009-01-19,2009-10-02,256,0.0233463035019455,90,No,standard,1,200,200
PRV54837,1414,427660,302.44695898161245,622,2008-12-12,2009-12-31,384,3.672727272727273,0,Yes,champion,6,1200,1200
PRV54838,46,9880,214.7826086956522,28,2009-01-20,2009-12-29,343,0.1337209302325581,2,No,rising stars,4,800,800
PRV54840,19,4410,232.1052631578947,19,2008-12-25,2009-12-30,370,0.0512129380053908,1,No,standard,1,200,200
PRV54841,1,80,80.0,1,2009-06-04,2009-06-04,0,1.0,210,No,standard,1,200,200
PRV54842,95,31040,326.7368421052632,51,2009-01-02,2009-12-23,355,0.2668539325842696,8,No,champion,6,1200,1200
PRV54845,26,3960,152.30769230769232,22,2009-01-01,2009-12-25,358,0.0724233983286908,6,Yes,standard,1,200,200
PRV54846,28,5740,205.0,28,2009-01-07,2009-11-16,313,0.0891719745222929,45,No,standard,1,200,200
PRV54847,214,54960,256.8224299065421,109,2008-12-17,2009-12-29,377,0.5661375661375662,2,No,champion,6,1200,1200
PRV54848,3,220,73.33333333333333,3,2009-04-25,2009-08-24,121,0.0245901639344262,129,No,standard,1,200,200
PRV54849,10,1390,139.0,10,2009-01-29,2009-09-24,238,0.0418410041841004,98,No,standard,1,200,200
PRV54852,142,39110,275.4225352112676,72,2009-01-02,2009-12-21,353,0.4011299435028249,10,No,champion,6,1200,1200
PRV54854,105,30920,294.4761904761905,48,2009-01-01,2009-12-29,362,0.2892561983471074,2,No,champion,6,1200,1200
PRV54855,164,42150,257.0121951219512,104,2008-12-15,2009-12-31,381,0.4293193717277487,0,No,champion,6,1200,1200
PRV54859,18,10510,583.8888888888889,5,2009-02-28,2009-12-04,279,0.0642857142857142,27,No,standard,1,200,200
PRV54860,15,8270,551.3333333333334,6,2009-01-05,2009-12-30,359,0.0416666666666666,1,No,standard,1,200,200
PRV54861,34,5870,172.64705882352942,29,2009-01-05,2009-12-18,347,0.0977011494252873,13,No,standard,1,200,200
PRV54862,5,3530,706.0,1,2009-02-16,2009-12-08,295,0.0168918918918918,23,No,standard,1,200,200
PRV54863,6,1140,190.0,6,2009-03-14,2009-09-19,189,0.031578947368421,103,No,standard,1,200,200
PRV54864,3,560,186.66666666666663,3,2009-01-09,2009-07-08,180,0.0165745856353591,176,No,standard,1,200,200
PRV54865,3,510,170.0,3,2009-03-29,2009-09-23,178,0.0167597765363128,99,No,standard,1,200,200
PRV54866,2,40,20.0,2,2009-11-06,2009-11-13,7,0.25,48,No,standard,1,200,200
PRV54867,3,3550,1183.3333333333333,3,2009-09-10,2009-12-27,108,0.0275229357798165,4,No,standard,1,200,200
PRV54868,83,21450,258.43373493975906,73,2009-01-02,2009-12-25,357,0.2318435754189944,6,No,champion,6,1200,1200
PRV54869,7,900,128.57142857142858,7,2009-02-24,2009-12-10,289,0.0241379310344827,21,No,standard,1,200,200
PRV54870,6,1010,168.33333333333334,6,2009-04-01,2009-08-01,122,0.048780487804878,152,No,standard,1,200,200
PRV54871,5,2550,510.0,4,2009-03-28,2009-10-08,194,0.0256410256410256,84,No,standard,1,200,200
PRV54873,5,290,58.0,5,2009-05-02,2009-10-29,180,0.0276243093922651,63,No,standard,1,200,200
PRV54877,56,20830,371.9642857142857,49,2008-12-31,2009-12-23,357,0.1564245810055866,8,No,rising stars,4,800,800
PRV54878,9,3520,391.1111111111111,9,2009-01-17,2009-11-04,291,0.0308219178082191,57,No,standard,1,200,200
PRV54879,144,39430,273.81944444444446,128,2008-12-17,2009-12-30,378,0.3799472295514511,1,Yes,champion,6,1200,1200
PRV54881,4,3010,752.5,4,2009-05-13,2009-12-03,204,0.0195121951219512,28,No,standard,1,200,200
PRV54882,167,44660,267.4251497005988,149,2008-12-16,2009-12-25,374,0.4453333333333333,6,Yes,champion,6,1200,1200
PRV54885,209,51790,247.79904306220095,193,2009-01-01,2009-12-31,364,0.5726027397260274,0,No,champion,6,1200,1200
PRV54886,6,6410,1068.3333333333333,6,2009-03-22,2009-12-26,279,0.0214285714285714,5,No,standard,1,200,200
PRV54887,109,38300,351.3761467889908,99,2009-01-02,2009-12-31,363,0.2994505494505494,0,No,champion,6,1200,1200
PRV54888,318,86970,273.49056603773585,263,2008-12-12,2009-12-30,383,0.828125,1,No,champion,6,1200,1200
PRV54889,37,8490,229.45945945945945,29,2009-01-14,2009-12-24,344,0.1072463768115942,7,No,rising stars,4,800,800
PRV54890,59,13520,229.15254237288136,59,2009-01-01,2009-12-30,363,0.1620879120879121,1,No,rising stars,4,800,800
PRV54891,33,10540,319.3939393939394,31,2009-01-31,2009-12-13,316,0.1041009463722397,18,No,standard,1,200,200
PRV54892,38,9760,256.8421052631579,35,2008-12-19,2009-12-02,348,0.1088825214899713,29,No,standard,1,200,200
PRV54893,8,1830,228.75,8,2009-02-05,2009-12-01,299,0.0266666666666666,30,No,standard,1,200,200
PRV54894,67,21360,318.8059701492537,66,2009-01-04,2009-12-25,355,0.1882022471910112,6,Yes,champion,6,1200,1200
PRV54895,2605,759730,291.6429942418426,1250,2008-12-12,2009-12-31,384,6.766233766233766,0,Yes,champion,6,1200,1200
PRV54896,83,23270,280.3614457831325,81,2008-12-29,2009-12-21,357,0.2318435754189944,10,Yes,champion,6,1200,1200
PRV54900,12,3380,281.6666666666667,12,2009-01-02,2009-12-28,360,0.0332409972299169,3,No,standard,1,200,200
PRV54901,12,4520,376.6666666666667,12,2009-01-24,2009-11-15,295,0.0405405405405405,46,No,standard,1,200,200
PRV54902,10,2120,212.0,10,2009-01-18,2009-12-11,327,0.0304878048780487,20,No,standard,1,200,200
PRV54904,17,7890,464.11764705882354,17,2009-01-29,2009-12-21,326,0.0519877675840978,10,No,standard,1,200,200
PRV54905,101,30550,302.4752475247525,80,2009-01-01,2009-12-29,362,0.2782369146005509,2,No,champion,6,1200,1200
PRV54906,13,7090,545.3846153846154,13,2009-01-15,2009-12-28,347,0.0373563218390804,3,No,standard,1,200,200
PRV54907,117,42050,359.4017094017094,88,2008-12-23,2009-12-31,373,0.3128342245989304,0,No,champion,6,1200,1200
PRV54908,80,26930,336.625,77,2008-12-30,2009-12-28,363,0.2197802197802197,3,No,champion,6,1200,1200
PRV54909,16,4760,297.5,16,2009-01-03,2009-12-31,362,0.0440771349862259,0,No,standard,1,200,200
PRV54910,161,49330,306.3975155279503,118,2009-01-02,2009-12-31,363,0.4423076923076923,0,No,champion,6,1200,1200
PRV54911,66,19760,299.3939393939394,63,2009-01-01,2009-12-29,362,0.1818181818181818,2,No,rising stars,4,800,800
PRV54914,296,86080,290.81081081081084,182,2009-01-01,2009-12-29,362,0.8154269972451791,2,No,champion,6,1200,1200
PRV54916,62,13190,212.74193548387095,57,2009-01-01,2009-11-30,333,0.18562874251497,31,No,standard,1,200,200
PRV54917,17,3260,191.76470588235293,17,2009-01-23,2009-11-21,302,0.0561056105610561,40,No,standard,1,200,200
PRV54918,77,39440,512.2077922077922,69,2009-01-03,2009-12-31,362,0.2121212121212121,0,Yes,champion,6,1200,1200
PRV54919,127,34520,271.81102362204723,113,2009-01-01,2009-12-29,362,0.349862258953168,2,No,champion,6,1200,1200
PRV54923,64,23430,366.09375,51,2009-01-07,2009-12-28,355,0.1797752808988764,3,No,rising stars,4,800,800
PRV54924,112,34050,304.01785714285717,101,2009-01-02,2009-12-31,363,0.3076923076923077,0,No,champion,6,1200,1200
PRV54925,68,21250,312.5,55,2009-01-11,2009-12-31,354,0.1915492957746478,0,Yes,champion,6,1200,1200
PRV54926,25,5410,216.4,24,2009-01-13,2009-12-10,331,0.0753012048192771,21,No,standard,1,200,200
PRV54927,76,16450,216.44736842105263,73,2009-01-12,2009-12-27,349,0.2171428571428571,4,No,rising stars,4,800,800
PRV54929,8,2790,348.75,8,2009-02-01,2009-12-09,311,0.0256410256410256,22,Yes,standard,1,200,200
PRV54930,164,63250,385.6707317073171,149,2009-01-02,2009-12-28,360,0.4542936288088642,3,No,champion,6,1200,1200
PRV54931,20,5290,264.5,20,2009-01-06,2009-12-31,359,0.0555555555555555,0,Yes,standard,1,200,200
PRV54932,46,11920,259.1304347826087,46,2009-01-07,2009-12-30,357,0.1284916201117318,1,No,rising stars,4,800,800
PRV54933,24,5380,224.16666666666663,24,2009-01-01,2009-12-27,360,0.0664819944598338,4,Yes,standard,1,200,200
PRV54934,39,5220,133.84615384615384,34,2009-01-03,2009-12-19,350,0.1111111111111111,12,No,standard,1,200,200
PRV54935,71,19760,278.3098591549296,63,2009-01-04,2009-12-27,357,0.1983240223463687,4,No,champion,6,1200,1200
PRV54936,70,12590,179.85714285714286,70,2008-12-12,2009-12-29,382,0.1827676240208877,2,Yes,rising stars,4,800,800
PRV54937,24,8480,353.3333333333333,24,2009-01-03,2009-12-18,349,0.0685714285714285,13,No,standard,1,200,200
PRV54938,63,18740,297.46031746031747,63,2009-01-02,2009-12-12,344,0.1826086956521739,19,No,standard,1,200,200
PRV54939,1026,316940,308.90838206627683,895,2008-12-14,2009-12-31,382,2.6788511749347257,0,Yes,champion,6,1200,1200
PRV54941,13,3780,290.7692307692308,13,2009-01-30,2009-12-18,322,0.0402476780185758,13,No,standard,1,200,200
PRV54942,78,22740,291.53846153846155,74,2009-01-01,2009-12-27,360,0.2160664819944598,4,Yes,champion,6,1200,1200
PRV54943,16,3350,209.375,16,2009-01-03,2009-11-22,323,0.0493827160493827,39,No,standard,1,200,200
PRV54944,92,31220,339.3478260869565,90,2009-01-06,2009-12-27,355,0.2584269662921348,4,No,champion,6,1200,1200
PRV54945,28,5630,201.07142857142856,27,2009-01-19,2009-12-16,331,0.0843373493975903,15,No,standard,1,200,200
PRV54946,70,26450,377.8571428571428,70,2009-01-04,2009-12-19,349,0.2,12,No,champion,6,1200,1200
PRV54947,17,2980,175.2941176470588,16,2009-01-12,2009-12-14,336,0.0504451038575667,17,No,standard,1,200,200
PRV54949,284,79120,278.59154929577466,269,2008-12-17,2009-12-29,377,0.7513227513227513,2,No,champion,6,1200,1200
PRV54950,10,3690,369.0,10,2009-02-02,2009-12-23,324,0.0307692307692307,8,Yes,standard,1,200,200
PRV54952,100,32840,328.4,100,2009-01-01,2009-12-29,362,0.2754820936639118,2,Yes,champion,6,1200,1200
PRV54953,76,22620,297.63157894736844,64,2009-01-05,2009-12-27,356,0.2128851540616246,4,No,champion,6,1200,1200
PRV54954,57,16950,297.36842105263156,57,2009-01-03,2009-12-28,359,0.1583333333333333,3,No,rising stars,4,800,800
PRV54955,85,33900,398.8235294117647,85,2009-01-01,2009-12-31,364,0.2328767123287671,0,Yes,champion,6,1200,1200
PRV54959,65,24140,371.38461538461536,63,2009-01-01,2009-12-22,355,0.1825842696629213,9,No,rising stars,4,800,800
PRV54960,147,43580,296.4625850340136,144,2008-12-28,2009-12-29,366,0.4005449591280653,2,No,champion,6,1200,1200
PRV54963,47,14050,298.93617021276594,47,2009-01-09,2009-12-25,350,0.1339031339031339,6,No,rising stars,4,800,800
PRV54965,75,18590,247.86666666666667,73,2009-01-02,2009-12-15,347,0.2155172413793103,16,No,standard,1,200,200
PRV54966,1346,371980,276.3595839524517,1062,2008-12-24,2009-12-31,372,3.60857908847185,0,Yes,champion,6,1200,1200
PRV54967,39,21040,539.4871794871794,39,2009-01-26,2009-12-29,337,0.1153846153846153,2,No,rising stars,4,800,800
PRV54968,24,7910,329.5833333333333,22,2009-01-12,2009-12-12,334,0.0716417910447761,19,No,standard,1,200,200
PRV54970,170,55310,325.3529411764706,141,2009-01-01,2009-12-30,363,0.467032967032967,1,No,champion,6,1200,1200
PRV54971,275,70990,258.1454545454545,145,2008-12-23,2009-12-30,372,0.7372654155495979,1,No,champion,6,1200,1200
PRV54972,50,11320,226.4,45,2009-01-05,2009-12-17,346,0.1440922190201729,14,No,rising stars,4,800,800
PRV54973,95,23290,245.1578947368421,92,2009-01-05,2009-12-29,358,0.2646239554317549,2,No,champion,6,1200,1200
PRV54975,95,28690,302.0,89,2009-01-06,2009-12-30,358,0.2646239554317549,1,No,champion,6,1200,1200
PRV54976,44,18570,422.04545454545456,43,2009-01-06,2009-12-30,358,0.1225626740947075,1,No,rising stars,4,800,800
PRV54977,33,10210,309.3939393939394,27,2009-01-06,2009-12-27,355,0.0926966292134831,4,No,rising stars,4,800,800
PRV54978,183,60060,328.1967213114754,97,2008-12-28,2009-12-17,354,0.5154929577464789,14,No,champion,6,1200,1200
PRV54981,14,3730,266.42857142857144,14,2009-02-02,2009-11-28,299,0.0466666666666666,33,No,standard,1,200,200
PRV54982,25,5450,218.0,22,2009-01-03,2009-12-22,353,0.0706214689265536,9,No,standard,1,200,200
PRV54983,100,35930,359.3,94,2009-01-04,2009-12-29,359,0.2777777777777778,2,No,champion,6,1200,1200
PRV54985,176,50700,288.0681818181818,165,2009-01-01,2009-12-31,364,0.4821917808219178,0,No,champion,6,1200,1200
PRV54986,354,120420,340.1694915254237,318,2008-12-31,2009-12-31,365,0.9672131147540984,0,Yes,champion,6,1200,1200
PRV54988,34,12590,370.2941176470589,34,2009-01-09,2009-12-30,355,0.095505617977528,1,No,rising stars,4,800,800
PRV54990,11,3270,297.27272727272725,11,2009-02-11,2009-12-25,317,0.0345911949685534,6,No,standard,1,200,200
PRV54991,92,14860,161.52173913043478,90,2008-12-31,2009-12-30,364,0.2520547945205479,1,No,rising stars,4,800,800
PRV54992,13,8240,633.8461538461538,13,2009-03-04,2009-10-07,217,0.0596330275229357,85,No,standard,1,200,200
PRV54993,32,8300,259.375,31,2009-01-07,2009-11-20,317,0.10062893081761,41,No,standard,1,200,200
PRV54995,14,5970,426.42857142857144,14,2009-01-07,2009-11-01,298,0.0468227424749163,60,No,standard,1,200,200
PRV54997,24,7510,312.9166666666667,18,2009-01-26,2009-11-15,293,0.0816326530612244,46,No,standard,1,200,200
PRV54998,106,29500,278.3018867924528,67,2008-12-28,2009-12-24,361,0.292817679558011,7,Yes,champion,6,1200,1200
PRV54999,5,940,188.0,5,2009-01-23,2009-12-12,323,0.015432098765432,19,No,standard,1,200,200
PRV55000,511,152490,298.41487279843443,481,2008-12-22,2009-12-31,374,1.3626666666666667,0,No,champion,6,1200,1200
PRV55001,121,38660,319.504132231405,118,2009-01-04,2009-12-31,361,0.3342541436464088,0,No,champion,6,1200,1200
PRV55002,68,18590,273.38235294117646,64,2009-01-06,2009-12-19,347,0.1954022988505747,12,No,rising stars,4,800,800
PRV55003,52,19550,375.96153846153845,51,2009-01-06,2009-12-29,357,0.1452513966480447,2,No,rising stars,4,800,800
PRV55004,1819,526430,289.4062671797691,850,2008-12-12,2009-12-31,384,4.724675324675324,0,Yes,champion,6,1200,1200
PRV55005,59,15130,256.4406779661017,59,2009-01-15,2009-12-19,338,0.1740412979351032,12,No,rising stars,4,800,800
PRV55006,31,12530,404.1935483870968,31,2009-01-01,2009-12-27,360,0.0858725761772853,4,No,rising stars,4,800,800
PRV55007,10,3240,324.0,10,2009-02-16,2009-11-24,281,0.0354609929078014,37,No,standard,1,200,200
PRV55010,204,46670,228.77450980392155,117,2009-01-04,2009-12-30,360,0.5650969529085873,1,Yes,champion,6,1200,1200
PRV55011,39,12660,324.61538461538464,38,2009-02-12,2009-12-30,321,0.1211180124223602,1,No,rising stars,4,800,800
PRV55012,50,10350,207.0,49,2009-01-01,2009-12-30,363,0.1373626373626373,1,No,rising stars,4,800,800
PRV55013,61,16440,269.5081967213115,58,2009-01-20,2009-12-21,335,0.181547619047619,10,No,rising stars,4,800,800
PRV55016,114,29810,261.49122807017545,70,2009-01-04,2009-12-31,361,0.3149171270718232,0,No,champion,6,1200,1200
PRV55018,6,3510,585.0,6,2009-02-15,2009-12-29,317,0.0188679245283018,2,Yes,standard,1,200,200
PRV55019,101,25990,257.3267326732673,86,2009-01-02,2009-12-20,352,0.2861189801699716,11,Yes,champion,6,1200,1200
PRV55022,46,7540,163.91304347826087,45,2009-01-07,2009-12-26,353,0.1299435028248587,5,Yes,rising stars,4,800,800
PRV55023,23,8330,362.17391304347825,22,2009-01-07,2009-12-28,355,0.0646067415730337,3,No,standard,1,200,200
PRV55024,36,14310,397.5,35,2009-01-09,2009-12-29,354,0.1014084507042253,2,No,rising stars,4,800,800
PRV55026,201,55310,275.1741293532338,188,2008-12-24,2009-12-30,371,0.5403225806451613,1,No,champion,6,1200,1200
PRV55027,110,30560,277.8181818181818,104,2009-01-01,2009-12-28,361,0.3038674033149171,3,Yes,champion,6,1200,1200
PRV55028,151,33440,221.4569536423841,70,2008-12-29,2009-12-23,359,0.4194444444444444,8,No,champion,6,1200,1200
PRV55029,185,70110,378.97297297297297,156,2009-01-05,2009-12-29,358,0.5153203342618384,2,No,champion,6,1200,1200
PRV55030,171,43170,252.4561403508772,143,2008-12-23,2009-12-25,367,0.4646739130434782,6,Yes,champion,6,1200,1200
PRV55031,24,4220,175.83333333333334,22,2009-01-02,2009-12-11,343,0.0697674418604651,20,No,standard,1,200,200
PRV55032,29,12500,431.0344827586207,29,2009-01-04,2009-12-28,358,0.0807799442896936,3,No,rising stars,4,800,800
PRV55034,428,116230,271.56542056074767,350,2009-01-01,2009-12-28,361,1.1823204419889504,3,Yes,champion,6,1200,1200
PRV55035,13,3790,291.53846153846155,13,2009-01-07,2009-11-09,306,0.0423452768729641,52,No,standard,1,200,200
PRV55036,53,13180,248.67924528301887,52,2009-01-01,2009-12-29,362,0.1460055096418732,2,No,rising stars,4,800,800
PRV55037,484,146450,302.58264462809916,354,2008-12-23,2009-12-31,373,1.2941176470588236,0,No,champion,6,1200,1200
PRV55038,9,2970,330.0,9,2009-02-15,2009-10-05,232,0.03862660944206,87,No,standard,1,200,200
PRV55039,1580,456080,288.65822784810126,587,2008-12-17,2009-12-31,379,4.157894736842105,0,Yes,champion,6,1200,1200
PRV55040,5,6630,1326.0,5,2008-12-21,2009-07-22,213,0.0233644859813084,162,No,standard,1,200,200
PRV55041,13,2780,213.84615384615384,12,2009-01-09,2009-09-27,261,0.049618320610687,95,No,standard,1,200,200
PRV55042,91,34050,374.1758241758242,83,2009-01-04,2009-12-24,354,0.2563380281690141,7,No,champion,6,1200,1200
PRV55043,100,32440,324.4,96,2008-12-26,2009-12-30,369,0.2702702702702703,1,No,champion,6,1200,1200
PRV55044,5,200,40.0,5,2009-01-09,2009-08-05,208,0.0239234449760765,148,No,standard,1,200,200
PRV55045,46,17920,389.5652173913044,46,2009-01-03,2009-12-14,345,0.1329479768786127,17,No,standard,1,200,200
PRV55048,9,1070,118.88888888888889,9,2009-01-03,2009-10-15,285,0.0314685314685314,77,Yes,standard,1,200,200
PRV55049,47,20410,434.25531914893617,37,2009-01-03,2009-12-12,343,0.1366279069767441,19,Yes,standard,1,200,200
PRV55050,136,38420,282.5,109,2008-12-12,2009-12-29,382,0.3550913838120104,2,No,champion,6,1200,1200
PRV55052,40,8250,206.25,26,2009-01-14,2009-12-29,349,0.1142857142857142,2,No,rising stars,4,800,800
PRV55053,41,7160,174.6341463414634,26,2009-01-03,2009-12-28,359,0.1138888888888888,3,No,rising stars,4,800,800
PRV55054,59,10380,175.9322033898305,51,2008-12-19,2009-12-29,375,0.1569148936170212,2,No,rising stars,4,800,800
PRV55056,79,32300,408.8607594936709,73,2009-01-02,2009-12-28,360,0.2188365650969529,3,No,champion,6,1200,1200
PRV55057,269,80720,300.0743494423792,129,2008-12-21,2009-12-31,375,0.7154255319148937,0,Yes,champion,6,1200,1200
PRV55058,170,48990,288.1764705882353,130,2008-12-28,2009-12-31,368,0.4607046070460704,0,No,champion,6,1200,1200
PRV55059,115,34570,300.60869565217394,72,2009-01-07,2009-12-22,349,0.3285714285714285,9,No,champion,6,1200,1200
PRV55061,69,22050,319.5652173913044,64,2009-01-02,2009-12-28,360,0.1911357340720221,3,No,champion,6,1200,1200
PRV55062,21,7380,351.42857142857144,20,2009-01-07,2009-11-21,318,0.0658307210031347,40,No,standard,1,200,200
PRV55063,8,550,68.75,8,2009-03-28,2009-12-15,262,0.0304182509505703,16,No,standard,1,200,200
PRV55064,478,148920,311.54811715481173,322,2008-12-17,2009-12-31,379,1.2578947368421052,0,No,champion,6,1200,1200
PRV55068,5,920,184.0,5,2009-03-26,2009-10-22,210,0.0236966824644549,70,No,standard,1,200,200
PRV55069,13,1380,106.15384615384616,12,2009-02-08,2009-12-30,325,0.0398773006134969,1,No,standard,1,200,200
PRV55070,12,2330,194.16666666666663,12,2009-04-11,2009-12-28,261,0.0458015267175572,3,No,standard,1,200,200
PRV55071,59,21890,371.0169491525424,50,2008-12-27,2009-12-31,369,0.1594594594594594,0,No,rising stars,4,800,800
PRV55072,31,3920,126.4516129032258,29,2009-01-04,2009-12-13,343,0.0901162790697674,18,No,standard,1,200,200
PRV55073,12,5820,485.0,12,2009-01-23,2009-11-23,304,0.0393442622950819,38,No,standard,1,200,200
PRV55074,1,10,10.0,1,2009-09-20,2009-09-20,0,1.0,102,No,standard,1,200,200
PRV55076,5,770,154.0,5,2009-04-02,2009-12-25,267,0.0186567164179104,6,No,standard,1,200,200
PRV55077,7,300,42.857142857142854,7,2009-01-02,2009-07-12,191,0.0364583333333333,172,No,standard,1,200,200
PRV55079,32,6770,211.5625,31,2009-01-06,2009-12-28,356,0.0896358543417367,3,No,standard,1,200,200
PRV55080,8,4820,602.5,8,2009-02-02,2009-12-18,319,0.025,13,No,standard,1,200,200
PRV55081,23,6680,290.4347826086956,21,2009-02-15,2009-12-07,295,0.0777027027027027,24,No,standard,1,200,200
PRV55083,151,36750,243.3774834437086,127,2008-12-31,2009-12-31,365,0.412568306010929,0,No,champion,6,1200,1200
PRV55085,16,4170,260.625,16,2009-01-11,2009-11-01,294,0.0542372881355932,60,No,standard,1,200,200
PRV55086,55,12350,224.54545454545453,44,2009-01-01,2009-11-16,319,0.171875,45,No,standard,1,200,200
PRV55087,151,38590,255.5629139072848,123,2008-12-15,2009-12-31,381,0.3952879581151832,0,No,champion,6,1200,1200
PRV55088,25,11570,462.8,25,2009-01-18,2009-12-26,342,0.0728862973760933,5,No,rising stars,4,800,800
PRV55089,1,400,400.0,1,2009-11-16,2009-11-16,0,1.0,45,No,standard,1,200,200
PRV55091,15,4610,307.3333333333333,15,2009-01-01,2009-12-11,344,0.0434782608695652,20,No,standard,1,200,200
PRV55092,6,560,93.33333333333331,6,2009-01-12,2009-12-30,352,0.0169971671388102,1,No,standard,1,200,200
PRV55093,13,3160,243.07692307692307,13,2009-02-26,2009-09-30,216,0.0599078341013824,92,No,standard,1,200,200
PRV55094,16,14590,911.875,16,2009-02-10,2009-12-30,323,0.0493827160493827,1,No,standard,1,200,200
PRV55095,18,7120,395.55555555555554,18,2009-01-02,2009-11-27,329,0.0545454545454545,34,No,standard,1,200,200
PRV55096,24,5200,216.66666666666663,23,2009-01-06,2009-11-29,327,0.073170731707317,32,No,standard,1,200,200
PRV55097,1,500,500.0,1,2009-10-25,2009-10-25,0,1.0,67,No,standard,1,200,200
PRV55098,20,6210,310.5,13,2009-01-06,2009-10-31,298,0.0668896321070234,61,No,standard,1,200,200
PRV55099,70,13720,196.0,44,2009-01-13,2009-12-23,344,0.2028985507246377,8,No,rising stars,4,800,800
PRV55103,61,13520,221.63934426229508,59,2009-01-02,2009-12-31,363,0.1675824175824175,0,No,rising stars,4,800,800
PRV55104,37,13180,356.2162162162162,34,2009-01-24,2009-12-24,334,0.1104477611940298,7,No,rising stars,4,800,800
PRV55106,4,3860,965.0,4,2009-06-21,2009-12-24,186,0.0213903743315508,7,No,standard,1,200,200
PRV55108,177,55530,313.728813559322,126,2008-12-28,2009-12-31,368,0.4796747967479675,0,No,champion,6,1200,1200
PRV55110,32,6030,188.4375,19,2009-01-03,2009-12-25,356,0.0896358543417367,6,No,standard,1,200,200
PRV55111,19,3590,188.94736842105263,19,2009-01-02,2009-12-06,338,0.0560471976401179,25,No,standard,1,200,200
PRV55112,23,5390,234.34782608695653,22,2009-01-12,2009-12-17,339,0.0676470588235294,14,No,standard,1,200,200
PRV55114,9,3920,435.55555555555554,9,2009-01-23,2009-12-10,321,0.0279503105590062,21,No,standard,1,200,200
PRV55116,215,63590,295.7674418604651,129,2008-12-20,2009-12-29,374,0.5733333333333334,2,No,champion,6,1200,1200
PRV55117,3,500,166.66666666666666,3,2009-01-26,2009-05-27,121,0.0245901639344262,218,No,standard,1,200,200
PRV55118,3,600,200.0,3,2009-01-07,2009-09-01,237,0.0126050420168067,121,No,standard,1,200,200
PRV55123,1,70,70.0,1,2009-04-23,2009-04-23,0,1.0,252,No,standard,1,200,200
PRV55129,2,600,300.0,2,2009-01-06,2009-02-27,52,0.0377358490566037,307,No,standard,1,200,200
PRV55141,2,90,45.0,2,2009-04-26,2009-06-15,50,0.0392156862745098,199,No,standard,1,200,200
PRV55150,2,100,50.0,2,2009-06-05,2009-12-09,187,0.0106382978723404,22,No,standard,1,200,200
PRV55154,1,900,900.0,1,2009-04-16,2009-04-16,0,1.0,259,No,standard,1,200,200
PRV55158,513,145080,282.8070175438597,418,2008-12-18,2009-12-31,378,1.353562005277045,0,No,champion,6,1200,1200
PRV55163,431,116750,270.8816705336427,291,2008-12-30,2009-12-30,365,1.1775956284153006,1,Yes,champion,6,1200,1200
PRV55164,105,31340,298.4761904761905,78,2009-01-05,2009-12-30,359,0.2916666666666667,1,No,champion,6,1200,1200
PRV55165,161,39190,243.416149068323,154,2009-01-01,2009-12-31,364,0.4410958904109589,0,Yes,champion,6,1200,1200
PRV55166,58,16000,275.86206896551727,56,2009-01-07,2009-12-15,342,0.1690962099125364,16,No,standard,1,200,200
PRV55167,74,24680,333.5135135135135,65,2009-01-01,2009-12-27,360,0.2049861495844875,4,No,champion,6,1200,1200
PRV55168,99,37850,382.32323232323233,67,2008-12-29,2009-12-30,366,0.2697547683923705,1,No,champion,6,1200,1200
PRV55169,498,172410,346.2048192771084,414,2008-12-23,2009-12-28,370,1.3423180592991917,3,No,champion,6,1200,1200
PRV55171,154,36000,233.76623376623377,74,2009-01-06,2009-12-28,356,0.4313725490196078,3,Yes,champion,6,1200,1200
PRV55172,50,113910,2278.2,47,2009-01-01,2009-12-31,364,0.136986301369863,0,Yes,rising stars,4,800,800
PRV55173,17,5760,338.8235294117647,16,2009-01-15,2009-12-29,348,0.0487106017191977,2,No,standard,1,200,200
PRV55175,221,57020,258.00904977375563,194,2009-01-02,2009-12-30,362,0.6088154269972452,1,No,champion,6,1200,1200
PRV55176,15,2340,156.0,15,2009-02-14,2009-12-12,301,0.0496688741721854,19,No,standard,1,200,200
PRV55177,245,82510,336.7755102040816,218,2008-12-25,2009-12-29,369,0.6621621621621622,2,No,champion,6,1200,1200
PRV55178,22,6080,276.3636363636364,20,2009-01-08,2009-12-09,335,0.0654761904761904,22,No,standard,1,200,200
PRV55179,48,20220,421.25,42,2009-01-02,2009-12-30,362,0.1322314049586777,1,No,rising stars,4,800,800
PRV55180,85,24850,292.3529411764706,78,2008-12-16,2009-12-18,367,0.2309782608695652,13,No,champion,6,1200,1200
PRV55181,308,58420,189.67532467532467,249,2008-12-27,2009-12-31,369,0.8324324324324325,0,No,champion,6,1200,1200
PRV55182,74,24190,326.8918918918919,62,2009-01-09,2009-12-31,356,0.2072829131652661,0,No,champion,6,1200,1200
PRV55183,73,13250,181.5068493150685,61,2009-01-01,2009-12-25,358,0.2033426183844011,6,No,rising stars,4,800,800
PRV55184,42,9530,226.9047619047619,33,2009-01-13,2009-12-26,347,0.1206896551724138,5,No,rising stars,4,800,800
