Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud
PRV53842,4,2170,542.5,4,2009-01-24,2009-08-30,218,0.0182648401826484,123,No
PRV53843,8,860,107.5,8,2008-12-26,2009-11-04,313,0.025477707006369428,57,No
PRV53844,38,5740,151.05263157894737,31,2009-01-16,2009-12-31,349,0.10857142857142857,0,No
PRV53845,12,8300,691.6666666666666,12,2009-02-06,2009-10-26,262,0.045627376425855515,66,No
PRV53846,8,2380,297.5,8,2009-01-20,2009-11-25,309,0.025806451612903226,36,No
PRV53848,7,1070,152.85714285714286,7,2009-05-03,2009-12-04,215,0.032407407407407406,27,No
PRV53849,17,2750,161.76470588235293,16,2009-01-13,2009-11-16,307,0.05519480519480519,45,No
PRV53850,6,1470,245.0,6,2009-06-10,2009-11-30,173,0.034482758620689655,31,No
PRV53851,35,15550,444.2857142857143,34,2009-01-04,2009-12-26,356,0.09803921568627451,5,No
PRV53859,110,25060,227.8181818181818,102,2009-01-03,2009-12-30,361,0.30386740331491713,1,No
PRV53860,1,100,100.0,1,2009-01-03,2009-01-03,0,1.0,362,No
PRV53864,2,460,230.0,2,2009-01-29,2009-09-15,229,0.008695652173913044,107,No
PRV53867,3,70,23.333333333333332,3,2009-01-04,2009-11-04,304,0.009836065573770493,57,No
PRV53868,16,3360,210.0,16,2009-01-25,2009-12-25,334,0.04776119402985075,6,No
PRV53871,936,223360,238.63247863247864,466,2008-12-25,2009-12-31,371,2.5161290322580645,0,No
PRV53872,175,51160,292.34285714285716,115,2009-01-01,2009-12-25,358,0.48746518105849584,6,No
PRV53873,57,18670,327.5438596491228,54,2009-01-04,2009-12-18,348,0.16332378223495703,13,No
PRV53874,409,109710,268.23960880195597,347,2008-12-22,2009-12-31,374,1.0906666666666667,0,No
PRV53875,28,8070,288.2142857142857,24,2009-01-11,2009-11-28,321,0.08695652173913043,33,No
PRV53876,94,27110,288.40425531914894,50,2009-01-05,2009-12-25,354,0.2647887323943662,6,No
PRV53877,18,5750,319.44444444444446,16,2009-01-11,2009-12-13,336,0.05341246290801187,18,No
PRV53878,33,12350,374.24242424242425,30,2009-01-02,2009-12-14,346,0.09510086455331412,17,No
PRV53879,13,1320,101.53846153846153,13,2009-01-22,2009-12-17,329,0.03939393939393939,14,No
PRV53880,47,16720,355.74468085106383,34,2009-01-23,2009-12-28,339,0.13823529411764707,3,No
PRV53884,115,35890,312.0869565217391,107,2009-01-02,2009-12-31,363,0.3159340659340659,0,Yes
PRV53885,3,650,216.66666666666666,3,2009-02-12,2009-10-19,249,0.012,73,No
PRV53887,451,135780,301.06430155210643,186,2008-12-16,2009-12-31,380,1.1837270341207349,0,Yes
PRV53888,50,16340,326.8,41,2009-01-30,2009-11-23,297,0.16778523489932887,38,No
PRV53889,138,30050,217.7536231884058,135,2008-12-25,2009-12-29,369,0.372972972972973,2,No
PRV53891,13,6780,521.5384615384615,13,2009-01-08,2009-09-22,257,0.050387596899224806,100,No
PRV53892,85,25340,298.11764705882354,82,2009-01-10,2009-12-31,355,0.23876404494382023,0,No
PRV53894,161,38300,237.88819875776397,76,2009-01-05,2009-12-30,359,0.44722222222222224,1,Yes
PRV53895,991,322760,325.6912209889001,506,2008-12-14,2009-12-31,382,2.587467362924282,0,Yes
PRV53896,35,10050,287.14285714285717,31,2009-01-23,2009-12-31,342,0.10204081632653061,0,No
PRV53899,2,120,60.0,2,2009-03-11,2009-06-10,91,0.021739130434782608,204,No
PRV53900,589,150050,254.75382003395586,265,2008-12-20,2009-12-31,376,1.5623342175066313,0,Yes
PRV53901,11,3400,309.09090909090907,11,2009-01-25,2009-11-20,299,0.03666666666666667,41,No
PRV53905,60,16590,276.5,58,2009-01-22,2009-11-30,312,0.19169329073482427,31,No
PRV53906,4,480,120.0,4,2009-01-07,2009-12-02,329,0.012121212121212121,29,No
PRV53907,101,41250,408.41584158415844,98,2008-12-24,2009-12-28,369,0.27297297297297296,3,No
PRV53908,12,5130,427.5,12,2008-12-27,2009-12-12,350,0.03418803418803419,19,No
PRV53909,189,58390,308.94179894179894,125,2008-12-25,2009-12-30,370,0.5094339622641509,1,No
PRV53910,53,14520,273.9622641509434,48,2009-01-04,2009-12-31,361,0.1464088397790055,0,No
PRV53911,392,147210,375.5357142857143,171,2009-01-01,2009-12-30,363,1.0769230769230769,1,Yes
PRV53912,47,11890,252.9787234042553,46,2009-01-03,2009-12-30,361,0.1298342541436464,1,No
PRV53913,96,20130,209.6875,95,2009-01-01,2009-12-24,357,0.2681564245810056,7,No
PRV53915,414,127360,307.6328502415459,348,2008-12-28,2009-12-31,368,1.1219512195121952,0,No
PRV53916,150,38960,259.73333333333335,91,2008-12-18,2009-12-28,375,0.39893617021276595,3,No
PRV53917,150,54680,364.53333333333336,89,2009-01-01,2009-12-25,358,0.4178272980501393,6,No
PRV53918,2709,806390,297.67072720561094,1457,2008-12-17,2009-12-31,379,7.128947368421053,0,Yes
PRV53919,12,2840,236.66666666666666,11,2009-01-04,2009-12-03,333,0.03592814371257485,28,Yes
PRV53920,164,51680,315.1219512195122,98,2009-01-09,2009-12-31,356,0.45938375350140054,0,No
PRV53921,583,205460,352.41852487135503,397,2008-12-17,2009-12-31,379,1.5342105263157895,0,No
PRV53922,41,10910,266.0975609756098,38,2009-01-05,2009-12-29,358,0.11420612813370473,2,No
PRV53923,95,21670,228.10526315789474,88,2009-01-02,2009-12-25,357,0.26536312849162014,6,Yes
PRV53925,30,11810,393.6666666666667,29,2009-01-13,2009-12-29,350,0.08547008547008547,2,No
PRV53926,27,8840,327.4074074074074,26,2009-01-06,2009-12-14,342,0.07871720116618076,17,No
PRV53927,8,3490,436.25,8,2009-05-14,2009-12-06,206,0.03864734299516908,25,No
PRV53928,29,4970,171.3793103448276,29,2009-01-16,2009-11-30,318,0.09090909090909091,31,No
PRV53931,44,9640,219.0909090909091,39,2009-01-09,2009-12-24,349,0.12571428571428572,7,No
PRV53932,163,49640,304.5398773006135,153,2009-01-02,2009-12-28,360,0.4515235457063712,3,No
PRV53933,204,67660,331.6666666666667,112,2008-12-14,2009-12-27,378,0.5382585751978892,4,No
PRV53934,88,25430,288.97727272727275,73,2008-12-24,2009-12-30,371,0.23655913978494625,1,No
PRV53935,10,5390,539.0,10,2009-03-02,2009-12-07,280,0.03558718861209965,24,No
PRV53937,15,6530,435.3333333333333,15,2009-01-16,2009-12-30,348,0.04297994269340974,1,Yes
PRV53938,23,12430,540.4347826086956,23,2009-02-02,2009-11-23,294,0.07796610169491526,38,Yes
PRV53939,228,62610,274.60526315789474,146,2009-01-01,2009-12-27,360,0.631578947368421,4,No
PRV53940,74,17500,236.48648648648648,72,2009-01-01,2009-12-26,359,0.20555555555555555,5,No
PRV53941,55,14970,272.1818181818182,52,2009-01-11,2009-12-25,348,0.15759312320916904,6,No
PRV53942,11,4260,387.27272727272725,11,2009-01-11,2009-11-17,310,0.03536977491961415,44,No
PRV53943,79,23990,303.67088607594934,76,2009-01-01,2009-12-31,364,0.21643835616438356,0,No
PRV53944,84,16590,197.5,45,2009-01-03,2009-12-29,360,0.23268698060941828,2,No
PRV53945,37,10930,295.4054054054054,36,2009-01-08,2009-12-29,355,0.10393258426966293,2,No
PRV53946,18,5630,312.77777777777777,18,2009-02-09,2009-12-16,310,0.05787781350482315,15,No
PRV53947,8,430,53.75,8,2009-02-11,2009-12-14,306,0.026058631921824105,17,No
PRV53949,4,410,102.5,4,2009-02-13,2009-07-14,151,0.02631578947368421,170,No
PRV53950,215,61370,285.4418604651163,182,2008-12-23,2009-12-26,368,0.5826558265582655,5,No
PRV53951,25,8200,328.0,24,2009-01-10,2009-12-24,348,0.07163323782234957,7,Yes
PRV53952,11,4390,399.09090909090907,11,2009-02-07,2009-12-04,300,0.036544850498338874,27,No
PRV53956,415,126180,304.04819277108436,368,2008-12-22,2009-12-31,374,1.1066666666666667,0,No
PRV53957,8,3880,485.0,8,2009-01-13,2009-08-25,224,0.035555555555555556,128,No
PRV53958,523,199580,381.60611854684515,286,2008-12-17,2009-12-31,379,1.3763157894736842,0,No
PRV53959,101,26470,262.0792079207921,96,2009-01-02,2009-12-28,360,0.27977839335180055,3,Yes
PRV53960,314,93030,296.2738853503185,104,2008-12-23,2009-12-31,373,0.839572192513369,0,No
PRV53961,27,10990,407.037037037037,27,2009-01-13,2009-12-21,342,0.07871720116618076,10,Yes
PRV53963,21,8220,391.42857142857144,21,2009-01-25,2009-12-28,337,0.0621301775147929,3,No
PRV53964,111,29710,267.65765765765764,63,2009-01-09,2009-12-29,354,0.3126760563380282,2,No
PRV53965,86,26730,310.8139534883721,28,2009-01-02,2009-12-30,362,0.2369146005509642,1,No
PRV53966,1,200,200.0,1,2009-09-13,2009-09-13,0,1.0,109,No
PRV53967,2,100,50.0,2,2009-07-29,2009-08-08,10,0.18181818181818182,145,No
PRV53968,28,6420,229.28571428571428,26,2009-01-24,2009-12-18,328,0.0851063829787234,13,No
PRV53969,87,31530,362.41379310344826,58,2008-12-28,2009-12-29,366,0.23705722070844687,2,No
PRV53971,82,17320,211.21951219512195,46,2009-01-04,2009-12-26,356,0.22969187675070027,5,No
PRV53972,56,15520,277.14285714285717,45,2009-01-02,2009-12-29,361,0.15469613259668508,2,No
PRV53973,121,35600,294.21487603305786,66,2009-01-03,2009-12-30,361,0.3342541436464088,1,No
PRV53974,55,12220,222.1818181818182,48,2009-01-04,2009-12-25,355,0.1544943820224719,6,No
PRV53975,46,8290,180.2173913043478,33,2009-01-19,2009-12-26,341,0.13450292397660818,5,No
PRV53977,51,19610,384.5098039215686,34,2008-12-17,2009-12-16,364,0.13972602739726028,15,No
PRV53978,1,100,100.0,1,2009-09-01,2009-09-01,0,1.0,121,No
PRV53979,65,23760,365.53846153846155,32,2009-01-09,2009-12-23,348,0.18624641833810887,8,No
PRV53980,14,3480,248.57142857142858,10,2009-01-10,2009-12-30,354,0.03943661971830986,1,No
PRV53981,21,4720,224.76190476190476,21,2009-02-08,2009-12-17,312,0.0670926517571885,14,No
PRV53982,6,420,70.0,6,2009-04-30,2009-12-02,216,0.027649769585253458,29,No
PRV53983,18,5950,330.55555555555554,18,2009-01-04,2009-12-28,358,0.05013927576601671,3,No
PRV53985,142,41360,291.2676056338028,51,2009-01-01,2009-12-25,358,0.3955431754874652,6,Yes
PRV53986,22,8390,381.3636363636364,20,2009-01-01,2009-12-30,363,0.06043956043956044,1,No
PRV53988,23,5670,246.52173913043478,18,2009-01-26,2009-11-27,305,0.07516339869281045,34,No
PRV53989,19,8970,472.10526315789474,15,2009-03-09,2009-12-19,285,0.06643356643356643,12,No
PRV53990,77,18850,244.80519480519482,49,2009-01-13,2009-12-24,345,0.22254335260115607,7,No
PRV53991,40,9250,231.25,38,2009-01-09,2009-12-31,356,0.11204481792717087,0,No
PRV53992,191,68340,357.80104712041884,88,2009-01-02,2009-12-27,359,0.5305555555555556,4,No
PRV53993,154,43340,281.42857142857144,93,2009-01-12,2009-12-31,353,0.4350282485875706,0,No
PRV53994,131,38460,293.587786259542,54,2009-01-01,2009-12-30,363,0.3598901098901099,1,No
PRV53996,2,290,145.0,2,2009-06-26,2009-07-22,26,0.07407407407407407,162,No
PRV53997,126,52180,414.12698412698415,82,2009-01-02,2009-12-30,362,0.34710743801652894,1,No
PRV53999,1,60,60.0,1,2009-10-03,2009-10-03,0,1.0,89,No
PRV54000,144,36460,253.19444444444446,86,2009-01-07,2009-12-29,356,0.40336134453781514,2,No
PRV54002,8,1200,150.0,8,2009-02-04,2009-11-06,275,0.028985507246376812,55,No
PRV54004,7,690,98.57142857142857,7,2009-02-02,2009-12-19,320,0.021806853582554516,12,No
PRV54005,6,1750,291.6666666666667,6,2009-01-08,2009-10-25,290,0.020618556701030927,67,No
PRV54006,1,90,90.0,1,2009-01-20,2009-01-20,0,1.0,345,No
PRV54007,5,1400,280.0,5,2009-03-01,2009-10-16,229,0.021739130434782608,76,No
PRV54008,41,11030,269.0243902439024,36,2009-01-05,2009-12-30,359,0.11388888888888889,1,No
PRV54011,1,30,30.0,1,2009-04-11,2009-04-11,0,1.0,264,No
PRV54012,5,950,190.0,5,2009-06-12,2009-12-07,178,0.027932960893854747,24,No
PRV54013,1,100,100.0,1,2009-08-08,2009-08-08,0,1.0,145,No
PRV54014,2,410,205.0,2,2009-05-04,2009-10-16,165,0.012048192771084338,76,No
PRV54016,2,510,255.0,2,2009-07-28,2009-09-08,42,0.046511627906976744,114,No
PRV54017,11,2600,236.36363636363637,11,2009-01-13,2009-10-18,278,0.03942652329749104,74,No
PRV54019,3,800,266.6666666666667,3,2009-04-28,2009-08-27,121,0.02459016393442623,126,No
PRV54020,6,1950,325.0,5,2009-02-22,2009-11-12,263,0.022727272727272728,49,No
PRV54021,13,1810,139.23076923076923,13,2009-02-02,2009-10-13,253,0.051181102362204724,79,No
PRV54023,11,880,80.0,9,2009-01-07,2009-11-06,303,0.03618421052631579,55,No
PRV54024,27,11480,425.18518518518516,25,2009-01-01,2009-12-10,343,0.07848837209302326,21,No
PRV54025,16,5150,321.875,16,2009-03-06,2009-11-14,253,0.06299212598425197,47,No
PRV54026,3,2420,806.6666666666666,3,2009-02-23,2009-08-30,188,0.015873015873015872,123,No
PRV54027,12,1380,115.0,8,2009-01-05,2009-11-22,321,0.037267080745341616,39,No
PRV54028,4,610,152.5,4,2009-01-02,2009-11-24,326,0.012232415902140673,37,No
PRV54029,2,320,160.0,2,2009-02-10,2009-04-17,66,0.029850746268656716,258,No
PRV54030,11,2590,235.45454545454547,11,2009-01-01,2009-11-22,325,0.03374233128834356,39,No
PRV54031,4,2180,545.0,4,2009-01-17,2009-09-28,254,0.01568627450980392,94,No
PRV54036,80,24550,306.875,78,2009-01-01,2009-12-30,363,0.21978021978021978,1,No
PRV54037,13,7610,585.3846153846154,13,2009-01-10,2009-12-17,341,0.038011695906432746,14,No
PRV54038,13,3030,233.07692307692307,11,2009-01-11,2009-12-06,329,0.03939393939393939,25,No
PRV54039,19,4290,225.78947368421052,13,2009-01-08,2009-12-11,337,0.05621301775147929,20,No
PRV54040,2,250,125.0,2,2009-02-28,2009-08-25,178,0.0111731843575419,128,No
PRV54041,55,30170,548.5454545454545,28,2009-01-01,2009-12-22,355,0.1544943820224719,9,No
PRV54043,2,2240,1120.0,2,2009-03-07,2009-11-18,256,0.007782101167315175,43,No
PRV54044,5,730,146.0,5,2009-03-04,2009-08-10,159,0.03125,143,No
PRV54045,1,60,60.0,1,2009-03-24,2009-03-24,0,1.0,282,No
PRV54048,3,820,273.3333333333333,3,2009-01-14,2009-08-03,201,0.01485148514851485,150,No
PRV54049,103,28460,276.31067961165047,34,2009-01-01,2009-12-17,350,0.2934472934472934,14,No
PRV54050,1,500,500.0,1,2009-06-02,2009-06-02,0,1.0,212,No
PRV54053,1,10,10.0,1,2009-05-24,2009-05-24,0,1.0,221,No
PRV54061,6,450,75.0,6,2009-02-05,2009-11-20,288,0.020761245674740483,41,No
PRV54062,6,720,120.0,6,2009-06-21,2009-12-25,187,0.031914893617021274,6,No
PRV54063,14,5570,397.85714285714283,10,2009-01-03,2009-11-19,320,0.04361370716510903,42,No
PRV54064,79,28250,357.59493670886076,57,2009-01-16,2009-12-22,340,0.2316715542521994,9,No
PRV54065,55,14990,272.54545454545456,43,2009-01-01,2009-12-22,355,0.1544943820224719,9,Yes
PRV54066,110,35460,322.3636363636364,90,2009-01-24,2009-12-30,340,0.3225806451612903,1,No
PRV54068,7,570,81.42857142857143,7,2009-01-24,2009-09-26,245,0.028455284552845527,96,No
PRV54070,1116,313240,280.6810035842294,930,2008-12-20,2009-12-31,376,2.9602122015915118,0,Yes
PRV54071,314,116530,371.11464968152865,251,2008-12-15,2009-12-30,380,0.8241469816272966,1,No
PRV54072,20,6570,328.5,17,2009-01-09,2009-12-01,326,0.06116207951070336,30,No
PRV54073,28,15310,546.7857142857143,20,2009-01-11,2009-12-22,345,0.08092485549132948,9,No
PRV54074,69,22590,327.39130434782606,67,2008-12-22,2009-12-08,351,0.19602272727272727,23,Yes
PRV54075,1130,329500,291.5929203539823,738,2008-12-22,2009-12-31,374,3.013333333333333,0,Yes
PRV54076,33,12600,381.8181818181818,32,2009-01-18,2009-12-20,336,0.09792284866468842,11,No
PRV54077,18,9060,503.3333333333333,18,2009-01-19,2009-12-24,339,0.052941176470588235,7,Yes
PRV54078,76,13590,178.81578947368422,69,2008-12-19,2009-12-30,376,0.20159151193633953,1,No
PRV54080,427,136520,319.71896955503513,218,2008-12-15,2009-12-30,380,1.120734908136483,1,No
PRV54081,3,200,66.66666666666667,3,2009-02-02,2009-08-29,208,0.014354066985645933,124,No
PRV54082,3,240,80.0,3,2009-03-13,2009-11-12,244,0.012244897959183673,49,No
PRV54083,201,49530,246.4179104477612,134,2009-01-03,2009-12-30,361,0.5552486187845304,1,No
PRV54084,29,7580,261.37931034482756,26,2009-01-10,2009-12-29,353,0.08192090395480225,2,No
PRV54085,143,38080,266.2937062937063,119,2008-12-18,2009-12-22,369,0.3864864864864865,9,No
PRV54086,50,9320,186.4,47,2009-01-07,2009-12-30,357,0.13966480446927373,1,No
PRV54089,24,10010,417.0833333333333,24,2008-12-25,2009-12-12,352,0.0679886685552408,19,No
PRV54090,120,33230,276.9166666666667,85,2008-12-19,2009-12-26,372,0.32171581769436997,5,No
PRV54091,85,18370,216.11764705882354,60,2008-12-17,2009-12-31,379,0.2236842105263158,0,No
PRV54092,371,122130,329.1913746630728,323,2008-12-13,2009-12-28,380,0.973753280839895,3,No
PRV54093,37,12550,339.18918918918916,36,2009-01-02,2009-12-23,355,0.10393258426966293,8,Yes
PRV54096,4,420,105.0,4,2009-03-07,2009-12-21,289,0.013793103448275862,10,No
PRV54098,181,46100,254.6961325966851,81,2009-01-05,2009-12-26,355,0.5084269662921348,5,Yes
PRV54099,152,38250,251.64473684210526,76,2009-01-01,2009-12-29,362,0.418732782369146,2,No
PRV54101,13,3270,251.53846153846155,13,2009-01-26,2009-12-26,334,0.03880597014925373,5,No
PRV54102,10,3380,338.0,8,2009-03-05,2009-10-19,228,0.043668122270742356,73,No
PRV54103,133,36670,275.7142857142857,66,2009-01-02,2009-12-28,360,0.3684210526315789,3,Yes
PRV54106,24,2660,110.83333333333333,24,2009-02-03,2009-12-27,327,0.07317073170731707,4,No
PRV54107,94,34880,371.06382978723406,84,2009-01-04,2009-12-30,360,0.26038781163434904,1,No
PRV54109,14,4450,317.85714285714283,12,2009-01-05,2009-12-26,355,0.03932584269662921,5,No
PRV54110,2,50,25.0,2,2009-01-27,2009-07-25,179,0.011111111111111112,159,No
PRV54111,144,30730,213.40277777777777,109,2009-01-02,2009-12-30,362,0.39669421487603307,1,Yes
PRV54112,21,5240,249.52380952380952,15,2008-12-23,2009-12-12,354,0.059154929577464786,19,No
PRV54113,1,60,60.0,1,2009-02-15,2009-02-15,0,1.0,319,No
PRV54114,7,2710,387.14285714285717,6,2009-03-27,2009-11-27,245,0.028455284552845527,34,No
PRV54115,4,170,42.5,4,2009-04-11,2009-11-03,206,0.01932367149758454,58,No
PRV54116,9,1070,118.88888888888889,4,2009-04-18,2009-11-15,211,0.04245283018867924,46,No
PRV54117,2,90,45.0,2,2009-05-02,2009-09-14,135,0.014705882352941176,108,No
PRV54118,8,470,58.75,8,2009-01-13,2009-12-28,349,0.022857142857142857,3,No
PRV54119,11,1820,165.45454545454547,9,2009-01-24,2009-12-11,321,0.034161490683229816,20,No
PRV54120,1,600,600.0,1,2009-03-12,2009-03-12,0,1.0,294,No
PRV54121,37,12940,349.72972972972974,18,2009-01-15,2009-12-07,326,0.11314984709480122,24,No
PRV54122,3,310,103.33333333333333,3,2009-01-26,2009-10-31,278,0.010752688172043012,61,No
PRV54123,1,30,30.0,1,2009-01-08,2009-01-08,0,1.0,357,No
PRV54124,4,680,170.0,4,2009-01-30,2009-12-18,322,0.01238390092879257,13,No
PRV54125,7,7050,1007.1428571428571,7,2009-03-23,2009-10-27,218,0.0319634703196347,65,No
PRV54127,23,7770,337.82608695652175,22,2009-01-27,2009-12-15,322,0.07120743034055728,16,No
PRV54128,21,6320,300.95238095238096,9,2009-01-08,2009-12-30,356,0.058823529411764705,1,No
PRV54129,5,3120,624.0,5,2009-03-15,2009-06-25,102,0.04854368932038835,189,No
PRV54130,52,8630,165.96153846153845,34,2009-01-17,2009-12-19,336,0.1543026706231454,12,No
PRV54131,18,3660,203.33333333333334,9,2009-02-11,2009-12-27,319,0.05625,4,No
PRV54132,4,500,125.0,4,2009-04-04,2009-12-15,255,0.015625,16,No
PRV54133,20,3390,169.5,19,2009-01-07,2009-09-20,256,0.07782101167315175,102,No
PRV54134,38,16280,428.42105263157896,32,2009-01-03,2009-12-29,360,0.10526315789473684,2,No
PRV54135,3,260,86.66666666666667,2,2009-09-13,2009-10-20,37,0.07894736842105263,72,No
PRV54136,20,5890,294.5,12,2009-01-11,2009-11-24,317,0.06289308176100629,37,No
PRV54139,69,16340,236.81159420289856,38,2009-01-08,2009-12-24,350,0.19658119658119658,7,No
PRV54140,4,200,50.0,4,2009-02-15,2009-10-08,235,0.01694915254237288,84,No
PRV54141,26,8480,326.15384615384613,10,2009-01-08,2009-12-24,350,0.07407407407407407,7,No
PRV54142,25,8540,341.6,7,2009-01-26,2009-12-14,322,0.07739938080495357,17,No
PRV54144,217,56820,261.84331797235023,89,2009-01-02,2009-12-31,363,0.5961538461538461,0,Yes
PRV54145,3,3010,1003.3333333333334,3,2009-01-29,2009-11-28,303,0.009868421052631578,33,No
PRV54146,5,240,48.0,3,2009-06-07,2009-12-29,205,0.024271844660194174,2,No
PRV54149,6,2170,361.6666666666667,6,2009-01-19,2009-11-14,299,0.02,47,Yes
PRV54150,18,7600,422.22222222222223,17,2009-01-02,2009-12-25,357,0.05027932960893855,6,No
PRV54153,7,1200,171.42857142857142,6,2009-03-05,2009-12-01,271,0.025735294117647058,30,No
PRV54154,10,1400,140.0,9,2009-02-26,2009-10-20,236,0.04219409282700422,72,No
PRV54155,39,10280,263.5897435897436,22,2009-01-09,2009-12-11,336,0.11572700296735905,20,No
PRV54156,97,23680,244.1237113402062,41,2009-01-01,2009-12-31,364,0.26575342465753427,0,No
PRV54157,93,23860,256.55913978494624,46,2009-01-02,2009-12-29,361,0.2569060773480663,2,No
PRV54158,5,740,148.0,5,2009-01-26,2009-05-22,116,0.042735042735042736,223,No
PRV54159,30,10180,339.3333333333333,21,2008-12-25,2009-12-26,366,0.08174386920980926,5,No
PRV54160,8,4170,521.25,8,2009-04-10,2009-10-14,187,0.0425531914893617,78,No
PRV54162,23,7090,308.2608695652174,14,2009-01-08,2009-11-30,326,0.07033639143730887,31,No
PRV54163,29,6370,219.6551724137931,19,2009-01-13,2009-12-19,340,0.08504398826979472,12,No
PRV54164,1,100,100.0,1,2009-03-08,2009-03-08,0,1.0,298,No
PRV54166,13,6380,490.7692307692308,13,2009-03-03,2009-11-29,271,0.04779411764705882,32,No
PRV54167,5,900,180.0,4,2009-02-09,2009-09-25,228,0.021834061135371178,97,No
PRV54168,49,25700,524.4897959183673,32,2009-01-14,2009-12-27,347,0.14080459770114942,4,No
PRV54171,59,18050,305.93220338983053,27,2009-01-01,2009-12-30,363,0.1620879120879121,1,No
PRV54172,1,100,100.0,1,2009-03-24,2009-03-24,0,1.0,282,No
PRV54173,5,580,116.0,5,2009-01-21,2009-08-15,206,0.024154589371980676,138,No
PRV54175,1,80,80.0,1,2009-01-15,2009-01-15,0,1.0,350,No
PRV54176,7,1480,211.42857142857142,7,2009-01-07,2009-11-19,316,0.022082018927444796,42,No
PRV54177,2,1100,550.0,2,2009-01-18,2009-02-04,17,0.1111111111111111,330,No
PRV54178,2,90,45.0,2,2009-02-19,2009-03-28,37,0.05263157894736842,278,No
PRV54180,2,150,75.0,2,2009-04-08,2009-10-02,177,0.011235955056179775,90,No
PRV54181,3,190,63.333333333333336,3,2009-07-04,2009-11-10,129,0.023076923076923078,51,No
PRV54182,4,1750,437.5,4,2009-01-08,2009-09-10,245,0.016260162601626018,112,No
PRV54183,2,4400,2200.0,2,2009-10-31,2009-12-26,56,0.03508771929824561,5,No
PRV54184,6,920,153.33333333333334,6,2009-02-06,2009-12-16,313,0.01910828025477707,15,No
PRV54185,1,50,50.0,1,2009-10-05,2009-10-05,0,1.0,87,No
PRV54186,8,1270,158.75,6,2009-01-28,2009-11-18,294,0.02711864406779661,43,No
PRV54187,1,200,200.0,1,2009-10-23,2009-10-23,0,1.0,69,No
PRV54188,2,390,195.0,2,2009-08-21,2009-08-23,2,0.6666666666666666,130,No
PRV54191,2,360,180.0,2,2009-01-15,2009-04-15,90,0.02197802197802198,260,No
PRV54192,2,890,445.0,2,2009-06-19,2009-08-01,43,0.045454545454545456,152,No
PRV54193,18,3260,181.11111111111111,11,2009-01-21,2009-12-03,316,0.056782334384858045,28,No
PRV54194,7,3630,518.5714285714286,7,2009-01-01,2009-12-25,358,0.019498607242339833,6,No
PRV54196,9,4310,478.8888888888889,9,2009-01-16,2009-10-17,274,0.03272727272727273,75,No
PRV54197,10,670,67.0,9,2009-03-23,2009-12-31,283,0.035211267605633804,0,No
PRV54198,5,420,84.0,5,2009-02-07,2009-09-25,230,0.021645021645021644,97,No
PRV54199,1,40,40.0,1,2009-02-24,2009-02-24,0,1.0,310,No
PRV54203,34,10430,306.7647058823529,32,2009-01-07,2009-12-15,342,0.09912536443148688,16,No
PRV54206,30,8890,296.3333333333333,28,2009-01-02,2009-12-27,359,0.08333333333333333,4,No
PRV54207,29,6190,213.44827586206895,23,2009-01-01,2009-12-18,351,0.08238636363636363,13,No
PRV54208,12,4270,355.8333333333333,11,2009-01-10,2009-11-25,319,0.0375,36,No
PRV54209,94,23980,255.10638297872342,90,2009-01-04,2009-12-28,358,0.2618384401114206,3,Yes
PRV54210,13,3570,274.61538461538464,12,2009-04-04,2009-12-22,262,0.049429657794676805,9,No
PRV54212,43,9280,215.8139534883721,26,2009-01-01,2009-12-24,357,0.12011173184357542,7,No
PRV54213,33,6370,193.03030303030303,31,2009-01-07,2009-12-22,349,0.09428571428571429,9,No
PRV54215,13,1660,127.6923076923077,12,2009-01-13,2009-11-19,310,0.04180064308681672,42,No
PRV54216,25,8890,355.6,22,2009-01-24,2009-12-22,332,0.07507507507507508,9,No
PRV54217,23,4860,211.30434782608697,13,2009-01-02,2009-12-26,358,0.06406685236768803,5,No
PRV54219,78,13320,170.76923076923077,30,2009-01-01,2009-12-14,347,0.22413793103448276,17,No
PRV54220,20,17850,892.5,19,2009-02-05,2009-12-21,319,0.0625,10,No
PRV54222,16,2990,186.875,10,2009-01-30,2009-11-14,288,0.05536332179930796,47,No
PRV54223,56,11790,210.53571428571428,24,2009-01-04,2009-12-31,361,0.15469613259668508,0,No
PRV54224,29,14430,497.58620689655174,19,2009-01-15,2009-12-31,350,0.08262108262108261,0,No
PRV54225,82,35200,429.2682926829268,52,2009-01-02,2009-12-29,361,0.2265193370165746,2,Yes
PRV54226,8,560,70.0,6,2009-01-20,2009-12-29,343,0.023255813953488372,2,No
PRV54227,34,5810,170.88235294117646,32,2009-01-12,2009-12-25,347,0.09770114942528736,6,No
PRV54228,227,70030,308.5022026431718,151,2009-01-01,2009-12-31,364,0.6219178082191781,0,No
PRV54230,63,15460,245.3968253968254,61,2009-01-07,2009-12-23,350,0.1794871794871795,8,Yes
PRV54231,142,46580,328.0281690140845,53,2008-12-18,2009-12-30,377,0.37566137566137564,1,No
PRV54232,26,7620,293.0769230769231,22,2009-01-16,2009-12-31,349,0.07428571428571429,0,No
PRV54233,5,260,52.0,5,2009-04-02,2009-12-29,271,0.01838235294117647,2,No
PRV54235,11,3010,273.6363636363636,9,2009-04-06,2009-10-30,207,0.052884615384615384,62,No
